course.co_id,course.name,course.name_eng,course.points,course.semester,course.hug,course.lesson,course.hours,course.exam_type,course.var
34345,סדנה מתודית בהוראת פיסיקה,METHODIC WORKSHOP - PHYSICS,9,קורס שנתי,201,סדנה,4,56,4
34346,סדנה מתודית בהוראת מתמטיקה, שנה ב',METHODIC WORKSHOP - MATHEMATICS - II,9,קורס שנתי,201,סדנה,4,56,3
34390,חינוך למיעוטים בחברה רב-תרבותית: החינוך לערבים בישראל,EDUCATION FOR MINORITY GROUPS IN A MULTI-CULTURA,2,ב',200,שעור,2,28,1
34401,מיומנויות יסוד בקריאה ובכתיבה אקדמית,ELEMENTARY SKILLS IN ACADEMIC READING & WRITING,3,א' או ב',200,שעור,2,28,3
34410,תקשורת בין-אישית,INTERPERSONAL COMMUNICATION,1,א',200,תרג,2,28,3
34412,סוגיות בהיסטוריה של החינוך בישראל,ISSUES IN THE HISTORY OF EDUCAT. IN ISRAEL,2,ב',200,שעור,2,28,3
34427,מדוע ללמוד ומדוע ללמד: הנעה בכיתה,WHY LEARNING & WHY TEACHING: MOTIV. & PLEASURE,1,א',200,שעור,2,28,3
34432,פדגוגיה ביקורתית: על מימדיו הפוליטיים והאידאולוגים של החינוך,CRITICAL PEDAGOGYC: IDEOLOGY AND POLITICS,2,ב',200,שעור,2,28,6
34435,פסיכולוגיה חברתית של הכיתה,SOCIAL PSYCHOLOGY OF THE CLASSROOM,1,א',200,שעור,2,28,1
34450,חינוך שוויון ואי שוויון,EDUCATION, EQUALITY AND INEQUALITY,2,ב',200,שעור,2,28,6
34461,התנסות מחקרית,EXPERIENCING RESEARCH,9,קורס שנתי,200,סמ,4,56,3
34462,החינוך הלא פורמלי - תאוריה ומעשה,INFORMAL EDUCATION: THEORY AND PRACTICE,2,ב',200,סמ,2,28,3
34465,היבטים היסטוריים ותכניים במערכת החינוך לערבים בישראל,ARAB EDUCATION SYSTEM IN ISRAEL,1,א',200,שעור,2,28,3
34479,"נצאה השדה": התנסות מחקרית בשדה החינוך,GOING TO THE FIELD: RESEARCH PRACTICE IN EDUC.,2,ב',200,תרג,2,28,3
34486,"יוגה, התבוננות וחינוך","YOGA, MINDFULNESS AND EDUCATION",1,א',200,שעור,2,28,3
34488,מערכת החינוך בראי התקציב,THE EDUC. SYSTEM AS REFLECTED IN THE BUDGET,1,א',200,שעור,2,28,3
34489,המורשת החינוכית של הנאורות במבחן זמננו: האם היא עדיין בת קיימא?,IS THE EDUCA. LEGACY OF THE ENLIGHTENMENT EXIST?,1,א',200,שעור,2,28,3
34490,דימויים ותפיסות של ילדות וגלגוליהם מתקופת הנאורות עד ימינו,IMAGES OF CHILDHOOD FROM THE ENLIGHTENMENT ERA,1,א',200,שעור,2,28,3
34495,סוגיות במחקר ובמעשה החינוכי,ISSUES IN EDUCATIONAL RESEARCH AND PRACTICE,2,ב',200,שעור,2,28,NULL
34498,גיל ההתבגרות בחברה בת זמננו - היבטים חינוכיים,TEENAGERS IN THE AGE OF TECHNOLOGY,1,א',200,שעור,2,28,3
34499,מבוא למוח וקוגנציה,INTRODUCTION TO BRAIN AND COGNITION,1,א',200,שעור,2,28,1
34503,פיתוח היכולות החברתיות של התלמיד במסגרת בית-הספר,DEVELOPING THE SOCIAL COMPETENCIES OF STUDENT,9,קורס שנתי,200,שעור,4,56,3
34507,פסיכולוגיה התפתחותית,DEVELOPMENTAL PSYCHOLOGY,9,קורס שנתי,200,שות,6,84,6
34509,זהות ותרבות בחינוך לשלום ובחינוך הרב תרבותי,IDENTITY AND CULTURE IN PEACE AND MULTICLTURAL,1,א',200,סמ,2,28,3
34526,סוגיות נבחרות בחינוך: ניתוח תוכניות וספרי לימוד,SELECTED ISSUES IN EDUCATION: ANALYSIS OF CURRIC,2,ב',200,שעור,2,28,3
34528,שימוש ברשתות חברתיות בחינוך,SOCIAL NETWORKS AND EDUCATION,1,א',200,שעור,2,28,3
34531,אוניברסיטה בעם,ACCESS FOR ALL,9,קורס שנתי,200,שעור,4,56,3
34533,מדיניות חינוך בישראל ובעולם,EDUCATION POLICIES IN ISRAEL AND IN THE WORLD ,1,א',200,שעור,2,28,NULL
34534,מטרות החינוך בראי הפילוסופיה העכשווית - א',Educational Aims in the Eyes Contemporary Philosophy Part A ,1,א',200,שעור,2,28,NULL
34535,מטרות החינוך בראי הפילוסופיה העכשווית - ב',Educational Aims in the Eyes Contemporary Philosophy Part 2,2,ב',200,סמ,2,28,NULL
34536,השתלמויות פסיכולוגיים ויקי,ab,9,קורס שנתי,200,שעור,NULL,NULL,NULL
34539,להורות וללמד ועל משמעויותיהם בחינוך ובהכשרת מורים ,Teaching and instruction and their meanings in schools -yehoshua mathias,2,ב',200,שעור,2,28,NULL
34569,קריאת טקסטים במחשבת החינוך - שלוש קבוצות תרגיל א,ב ו-ג,TEXT READING IN EDUCATIONAL THEORY,2,ב',200,שעור,2,28,1
34638,המפגש היהודי ערבי כאתגר חינוכי: מטרות ותוצאות,ENCOUNTERS BETWEEN ARABS AND JEWS AS AN EDUCATIO,2,ב',200,שעור,2,28,1
34649,יזמות בית ספרית במערכות חינוך ציבוריות,SCHOOL ENTREPRENEURSHIP IN PUBLIC EDUCATION,1,א',200,שעור,2,28,6
34777,סטטיסטיקה לחינוך ב',INFERENTIAL STATISTICS AND DATA ANALYSIS,1,א',200,שות,3,42,1
34805,יסודות בהוראה ולמידה,INTRODUCTION TO LEARNING AND INSTRUCTIONN,1,א',200,שעור,2,28,3
34809,התפקיד המשתנה של המורה בכיתה של המאה ה-21,THE CHANGING TASK OF THE TEACHER IN THE 21ST CEN,1,א',200,שעור,2,28,NULL
34812,ליקויי למידה ותפקיד היועץ,LEARNING DISABILITIES AND THE SUPERVISORS' ROLE,1,א',200,שעור,2,28,3
34814,עבודה מעשית - שנה א',PRACTICAL WORK - FIRST YEAR,9,קורס שנתי,200,ע.מע,2,28,4
34815,עבודה מעשית - שנה ב',PRACTICAL WORK - SECOND YEAR,9,קורס שנתי,200,ע.מע,2,28,3
34816,גישות וכלים בבחירת מסלול לימודים ומקצוע,CAREER GUIDANCE AND DECISION MAKING,2,ב',200,שעור,2,28,1
34822,שאלת הרוע והשלכותיה החינוכיות,ON EVIL AND IT'S EDUCATIONAL IMPLICATIONS,1,א',200,שעור,2,28,6
34829,יסודות הגישה הייעוצית,THE BASICS OF THE COUNSELING APPROACH,2,ב',200,תרג,2,28,3
34837,סוגיות פילוסופיות במדיניות חינוך,PHILOSOPHIC ISSUES IN EDUCATIONAL POLICY,2,ב',200,שעור,2,28,3
34845,ילדות וחינוך בראי ההיסטוריה והתרבות הפופולארית,CHILDHOOD & EDUCATION IN THE MIRROR OF HISTORY,2,ב',200,שעור,2,28,3
34851,פיתוח כישורים חברתיים - השלכות לייעוץ,DEVELOP. SOC. SKILLS -IMPLICATION FOR COUNSELING,2,ב',200,שעור,2,28,3
34852,פרקטיקום באבחון מבוגרים,CLINICAL TRAINING IN ADULTS DIAGNOSIS,9,קורס שנתי,200,תרג,4,56,3
34854,דו-תרבותיות, זהות, והסתגלות - ב',BICULTURALISM, IDENTITY AND ADAPTATION - b',2,ב',200,סמ,2,28,3
34856,ראיון, תצפית ותקשורת טיפולית עם ילדים,INTERVIEWS AND COMMUNICATION WITH CHILDREN,9,קורס שנתי,200,שעור,4,56,3
34858,למידת מושגים, תפישות שגויות ושינוי מושגי,MISCONCEPTIONS & CONCEPTUAL CHANGE IN THE CLASS,1,א',200,שעור,2,28,3
34859,שוויון, אי-שוויון, בעיר, בכפר ובמרחב,EQUALITY & INEQUALITY IN THE CITY, VILLAGE&SPACE,9,קורס שנתי,200,סמ,4,56,3
34861,מושגים בעיבוד לשוני,INTRODUCTION TO LANGUAGE PROCESSING,1,א',200,שעור,1,14,1
34866,מבוא לטכנולוגיה חינוכית,INTRODUCTION TO TECHNOLOGY IN EDUCATION,1,א',200,שעור,2,28,3
34867,לאומיות וחינוך,NATIONALISM AND EDUCATION,2,ב',200,שעור,2,28,NULL
34877,אתיקה,ETHICS,2,ב',200,שעור,2,28,3
34878,שיטות סטטיסטיות מתקדמות במחקר פסיכולוגי,ADVANCED STATISTICAL METHODS IN PSYCHO. RES.,2,ב',200,שעור,3,42,1
34879,חינוך וחברה - עיון בסוגיות נבחרות בתאוריה הסוציולוגית,EDUCATION AND SOCIETY- SELECTED TOPICS,1,א',200,שעור,2,28,6
34882,תהליכי למידה והוראה בבית הספר,PROCESSES OF LEARNING AND TEACHING AT SCHOOL,2,ב',200,שעור,2,28,NULL
34883,בית הספר בעידן הידע - סוגיות בסיסיות,SCHOOL IN THE AGE OF KNOWLEDGE - ELEMENTARY METH,1,א',200,שעור,2,28,3
34886,המחקר האיכותני - עקרונות ושיטות,QUALITATIVE RESEARCH - PRINCIPLES AND METHODS,3,א' או ב',200,שעור,2,28,3
34887,יישומי הייעוץ הארגוני,ORGANIZATIONAL COUNSELLING APPLICATIONS,9,קורס שנתי,200,שעור,4,56,3
34892,כתיבת מאמר כמותי לתלמידי דוקטורט,WRITING QUANTITATIVE PAPER - WORKSHOP FOR DOCTOR,9,קורס שנתי,200,שעור,2,28,NULL
34896,היבטים נוירופסיכולוגיים של לקויות למידה,NEOROPSYCOLOGICAL ASPECTS OF LEARNING DISAB.,2,ב',200,שעור,2,28,3
34906,רפורמות ומדיניות חינוך בישראל,EDUCATIONAL REFORMS AND POLICY MAKING IN ISRAEL,9,קורס שנתי,200,שעור,4,56,3
34909,גלובליזציה זהות והגירה,GLOBALIZATION, IDENTITY AND MIGRATION,2,ב',200,שעור,2,28,6
34910,תכנון ומדיניות חינוכית - קהילתית במרחב העירוני,POLICY AND PLANNING FOR EDUCATION AND THE COMMUN,9,קורס שנתי,200,סמ,4,56,3
34914,ניהול תקציבי של מערכות חינוך,FINANCE OF EDUCATIONAL SYSTEMS,2,ב',200,סמ,2,28,3
34916,הפרעת קשב: היבטים תאורטיים וקליניים,Theoretical and clinical aspects of ADHD,1,א',200,שעור,2,28,1
34919,שילוב,INTEGRATION/INCLUSION,1,א',200,שעור,2,28,6
34921,המתבגר כמושא לייעוץ ולהיוועצות,THE ADOLESCENT AS A CLIENT FOR COUNS. & CONSULT.,2,ב',200,סמ,2,28,NULL
34928,היסטוריה, הנצחה וזיכרון בגרמניה ובישראל - חלק א',MEMORY, REMEMBRANCE, AND PUBLIC HISTORY IN GERM,1,א',200,שעור,2,28,3
34929,דו-תרבותיות, זהות, והסתגלות - א',BICULTURALISM, IDENTITY AND ADAPTATION,1,א',200,סמ,2,28,3
34930,התנסות טיפולית,TREATMENT EXPERIENCE,1,א',200,תרג,3,42,3
34932,התנסות קלינית,CLINICAL TRAINING IN CHILDREN DIAGNOSIS,9,קורס שנתי,200,תרג,10,140,4
34933,היסטוריה, הנצחה וזיכרון בגרמניה ובישראל - חלק ב',MEMORY, REMEMBRANCE PUBLIC HISTORY IN GERMANY B,2,ב',200,סיור,2,28,4
34935,ניתוח התנהגות ייישומי (ABA) בבית הספר,Applied behavior analysis (ABA) in the school,1,א',200,שעור,2,28,NULL
34939,קוגניציה מספרית,NUMERICAL COGNITION,1,א',200,שעור,2,28,1
34940,קריאה חלק א': יסודות בתהליכי קריאה,READ. PART A:FUNDAMENTAL PROCESSES OF READING,1,א',200,שעור,3,42,1
34941,פסיכופתולוגיה,PSYCHOPATHOLOGY,9,קורס שנתי,200,שעור,4,56,1
34943,הפרעות התנהגות והפרעות רגשיות,DISORDERS IN BEHAVIOR AND EMOTIONS,2,ב',200,שעור,2,28,3
34944,היבטים תאורטיים בהתפתחות שפה,THEORETICAL ASPECTS OF LANGUAGE DEVELOPMENT,1,א',200,שעור,2,28,3
34952,התערבות פסיכולוגית במסגרת המשפחה,PSYCHOLOGICAL INTERVENTION WITH FAMILIES,9,קורס שנתי,200,שעור,4,56,3
34956,מטיפוח צוות לפיתוח ארגוני,HUMAN RESOURCE MANAGEMENT AND ORG. DEVEL.,9,קורס שנתי,200,סמ,4,56,3
34959,סמינריון מחקרי בפסיכולוגיה חינוכית,RESEARCH SEMINAR IN EDUCATIONAL PSYCHOLOGY,9,קורס שנתי,200,סמ,4,56,3
34960,יסודות בהערכה פסיכולוגית פרטנית,PSYCHOLOGICAL ASSESSMENT,9,קורס שנתי,200,שעור,4,56,3
34964,יצירתיות, חדשנות וחינוך,creativity innovation and education,2,ב',200,שעור,2,28,NULL
34968,ליקויי למידה,LEARNING DISABILITIES,1,א',200,שעור,2,28,3
34973,סוגיות בקבלת החלטות - א',SELECTED TOPICS IN DECISION MAKING,1,א',200,שעור,2,28,NULL
34977,מחקר כמותי בחינוך,QUANTITATIVE RESEARCH IN EDUCATION,2,ב',200,שות,2,28,1
34980,הספקטרום האוטיסטי,Autism Spectrum Disorder,2,ב',200,שעור,2,28,6
34986,סטיה חברתית ועבריינות,SOCIAL DEVIANCE AND DELINQUENCY,1,א',200,שעור,2,28,3
34988,סוגיות בפרקטיקה בפסיכולוגיה קלינית של הילד,SELECTED TOPICS IN CLINICAL CHILD PSYCHOLOGY,9,קורס שנתי,200,שעור,4,56,3
34989,הספקטרום האוטיסטי בגיל הרך,Autism Spectrum Disorder in Infancy and Early Childhood,1,א',200,שעור,2,28,NULL
34991,הפסיכולוגיה של הרשע,The psychology of evil,2,ב',200,שעור,2,28,NULL
34995,קריאה חלק ב': ליקויי קריאה,READING - PART B: READING DISABILITIES,2,ב',200,שעור,2,28,1
34998,עבודה חינוכית בכיתה הטרוגנית-משלבת,Educational Work in the Heterogeneous Inclusive Classroom,2,ב',200,שעור,2,28,NULL
34999,התנסות בשדה בפסיכולוגיה חינוכית - שנה א',EDUCATIONAL PRACTICUM - A,9,קורס שנתי,200,שעור,2,28,3
35110,תרגיל מקורות למבוא לתולדות הודו המסורתית,READING TRAINING IN RELEVANT TEXTS,1,א',124,תרג,2,28,3
35112,קוראים את הודו המוגולית (1526-1857), READING MUGHAL INDIA (1526-1857) ,2,ב',124,שעור,2,28,NULL
35124,אינדוניזית למתחילים, INDONESIAN FOR BEGINNERS,9,קורס שנתי,124,שעור,4,56,1
35145,מבוא לאינדונזיה: היסטוריה ותרבות,Introduction to Indonesia: history and culture,1,א',124,שעור,2,28,NULL
35231,הינדי למתחילים,HINDI FOR BEGINNERS,9,קורס שנתי,124,שות,8,112,1
35515,טמילית למתחילים,INTRODUCTORY TAMIL,2,ב',126,תרג,2,28,NULL
35529,סנסקריט למתחילים,SANSKRIT FOR BEGINNERS,9,קורס שנתי,124,שות,12,168,1
35551,טיבטית קלאסית למתחילים,CLASSICAL TIBETAN FOR BEGINNERS,9,קורס שנתי,126,שות,8,112,NULL
35575,הודו:מבוא היסטורי תרבותי,AN INTRODUCTION TO SOUTH ASIAN CIVILIZATION,1,א',124,שעור,4,56,6
35582, בין אלימות לאי אלימות, הודו במאה העשרים, Between Violence and Non-Violence: 20th Century India,2,ב',124,שעור,2,28,NULL
35870,”אמרה המאדאם לזונה: קריאה ביצירתו של דאמודרה-גופטה“,What the Madam Told the Prostitute: Reading from Damodaragupta‘s Kuttanimatam,1,א',124,שוס,2,28,NULL
35888,ארץ הבמות והמקדשים: סיור לימודי בדרום הודו,Temples and Stages: A Traveling Course in South India,1,א',124,שוס,2,28,NULL
36103,סורית - לשון וטקסטים (למתחילים),SYRIAC: LANGUAGE AND TEXTS (BEGINNERS),9,קורס שנתי,150,תרג,8,112,2
36205,סורית למתקדמים - חלק א,ADVANCED SYRIAC - PART A,9,קורס שנתי,150,תרג,4,56,2
36602,פונולוגיה,PHONOLOGY,2,ב',181,שעור,4,56,1
36603,משמעות והקשר,MEANING AND CONTEXT,1,א',181,תרג,4,56,1
36604,תאוריה תחבירית,SYNTACTIC THEORY,2,ב',181,שות,4,56,1
36607,מורפולוגיה,MORPHOLOGY,1,א',181,שעור,4,56,3
36609,סוגיות בסמנטיקה,ISSUES IN SEMANTICS,1,א',181,שות,4,56,3
36610,סוגיות בתחביר,ISSUES IN SYNTAX,2,ב',181,שות,4,56,3
36615,ניתוח השיח,Discourse Analysis,2,ב',181,שות,4,56,1
36620,הדרכה אישית (שנתי),TUTORIAL,9,קורס שנתי,181,הדר,2,56,6
36621,הדרכה אישית,TUTORIAL,3,א' או ב',181,הדר,1,28,6
36622,למידה חישובית והיבטים קוגניטיביים של שפה,Machine Learning and Cognitive Aspects of Language,2,ב',181,שעור,2,28,NULL
36623,מבוא לבלשנות חישובית,Introduction to Computational Linguistics,1,א',181,שות,2,28,1
36630,עבודה סמינריונית - I,SEMINAR PAPER - I,3,א' או ב',181,סמ,0,0,3
36631,עבודה סמינריונית II,SEMINAR PAPER II,3,א' או ב',181,סמ,0,0,3
36632,סמנטיקה מודאלית וסקאלרית,Modal and Scalar Semantics,2,ב',181,סמ,4,56,NULL
36633,כשירות וביצוע: דקדוק, עיבוד ורכישה של כינויי גוף,Grammar, processing and acquisition of pronouns,2,ב',181,סמ,4,56,NULL
36634,סוגיות בסמנטיקה - תרגיל,Issues in Semantics - Tutorial,1,א',181,תרג,2,28,NULL
36810,סמינריון מחלקתי לתלמידי שנה א',DEPARTMENTAL SEMINAR - FIRST YEAR STUDENTS,9,קורס שנתי,181,סמ,2,28,4
36811,סמינריון מחלקתי לתלמידי שנה ב',DEPARTMENTAL SEMINAR - SECOND YEAR STUDENTS,9,קורס שנתי,181,סמ,2,28,3
36821,קידוד מבנה האינפורמציה,INFORMATION STRUCTURE CODIFICATION,2,ב',181,סמ,2,28,NULL
36840,עבודה סמינריונית לתואר מוסמך (בלשנות גנרטיבית),SEMINAR PAPER FOR M.A. STUDIES - GENERATIV LING.,3,א' או ב',181,סמ,4,0,3
36850,מחקר מונחה בפסיכו-בלשנות,Directed Research in Psycholinguistics,9,קורס שנתי,181,סמ,2,28,NULL
36851,מבוא מתקדם לסמנטיקה,Advanced Introduction to Semantics,9,קורס שנתי,181,שעור,4,56,NULL
36852,מבנה הצרוף הפעלי,The Structure Of vP,1,א',181,סמ,2,28,NULL
36853,תחביר וסמנטיקה של שלילה וקוטביות,Syntax and Semantics of Negation and Polarity,1,א',181,סמ,4,56,NULL
36861,ריבוי מהות בתנועה ואליפסיס,Multidominance in Movement and Ellipsis,1,א',181,סמ,2,28,NULL
36862,עמימות ותלת-ערכיות בשפה הטבעית,Vagueness and Trivalence in Natural Language,2,ב',181,סמ,2,28,NULL
36863,מספר ושפה טבעית,Number and Natural Language,2,ב',181,סמ,2,28,NULL
36864,סוגיות בבלשנות עכשווית: סמינר בין מדורי - חלק א',Topics in contemporary inguistics: inter-track seminar - first part,1,א',181,סמ,1,14,NULL
36875,בעיות עקרוניות במורפולוגיה שמית,CURRENT ISSUES IN SEMITIC MORPHOLOGY,1,א',181,סמ,2,28,3
37016,חינוך מוסרי בימינו,CONTEMPORARY MORAL EDUCATION,2,ב',200,שעור,2,28,1
37107,סדנא של תכנית מצטיינים,WORKSHOP FOR THE ADVANCED PROGRAM,1,א',200,שעור,2,28,3
37212,השלמה בסטטיסטיקה,PREREQUISITE IN STATISTICS,1,א',200,שעור,2,28,1
37225,השלמה במחקר בחינוך,PREREQUISITE IN EDUCATINAL RESEARCH,1,א',200,שעור,2,28,1
37801,יסודות תאורטיים ופסיכומטריים בהגדרה ובאבחון לקויות למידה - ב',FONDAMENTAL ISSUES IN THE DEFINITION OF L.D.,2,ב',200,סמ,2,28,6
37802,הנעה בכיתה,MOTIVATION IN THE CLASSROOM,2,ב',200,שעור,2,28,NULL
37805,טיפול התנהגותי קוגניטיבי - א',INTRODUCTION TO COGNITIVE BEHAVIOR THERAPY - a,1,א',200,שעור,2,28,3
37807,משנתו החינוכית של ג'ון דיואי,THE EDUCATIONAL PHILOSOPHY OF JOHN DEWEY,1,א',200,סמ,2,28,NULL
37809,דיאלוג וחשיבה ביקורתית,c,2,ב',200,שעור,2,28,NULL
37810,צדק חברתי בחברה רב תרבותית,b,1,א',200,שעור,2,28,NULL
37811,מחקר והסקה סטטיסטית,STATISTICAL INFERENCE AND RESEARCH DESIGN,1,א',200,שות,2,28,1
37812,נוער בסיכון במערכת החינוך,YOUTH AT RISK IN THE SCHOOL SYSTEM,9,קורס שנתי,200,סמ,4,56,3
37813,חברה אזרחית, צדק חברתי ותהליכי שינוי,c,2,ב',200,שעור,2,28,NULL
37814,ליקויי למידה במתמטיקה: היבטים תאורטיים,LEARNING DISABILITIES & MATH: THEORETICAL ASPECT,2,ב',200,שעור,2,28,3
37820,מיומנויות ייעוציות - שנה א',counselling skills - 1 year,9,קורס שנתי,200,תרג,2,28,NULL
37821, מיומנויות ייעוציות - שנה ב',counselling skills - 2 year,9,קורס שנתי,200,תרג,2,28,NULL
37822,ליקויי למידה כגורם סיכון,LEARNING DISABITIES AS A RISK FACTOR,2,ב',200,שעור,2,28,3
37824,סוגיות נבחרות בכלכלת חינוך,INTRODUCTION TO EDUCATIONAL ECONOMICS,1,א',200,שעור,2,28,NULL
37826,מבוא לתאוריות פמיניסטיות,INTRODUCTION TO FEMINIST THEORY,1,א',200,שעור,2,28,3
37828,בין הפרטי לציבורי - מגמות של הפרטה במערכת החינוך,privatization in education,2,ב',200,שעור,2,0,NULL
37829,הגותו של עמנואל לוינס ומשמעותה החינוכית,ccc,2,ב',200,שעור,2,28,NULL
37832,היבטים תרבותיים בייעוץ,CULTURAL ASPECTS IN COUNSELING,2,ב',200,שעור,2,28,3
37833,טיפול התנהגותי קוגניטיבי - ב',INTRODUCTION TO COGNITIVE BEHAVIOR THERAPY- b,2,ב',200,שעור,2,28,NULL
37834,הספקטרום האוטיסטי: משפחות ומערכות,Autism Spectrum Disorder: Families and Systems,9,קורס שנתי,200,סמ,4,56,NULL
37836,הדרכה להתנסות טיפולית בלקויות למידה - קריאה,WORKSHOP ON REMEDIAL INTERVENTION METHODS,1,א',200,תרג,4,56,3
37837,כישורים חברתיים של ילדים בחינוך המיוחד: היבטים תיאורטיים,Social skills of children in special education: theoretical aspects and practical implications,2,ב',200,שעור,2,28,NULL
37842,משנתו החינוכית של מרטין בובר,THE EDUCATIONAL PHILOSOPHY OF MARTIN BUBER,2,ב',200,סמ,2,28,NULL
37844,פיתוח שליטה עצמית בקרב ילדים בחינוך המיוחד,Self-control and its development in children with special needs,1,א',200,שעור,2,28,NULL
37846,תהליכי קשב, ניהול והנעה,Attention, executive and motivational processes,1,א',200,שעור,2,28,NULL
37847,להתבונן לשאול ולפרש: מחקר איכותני בחינוך - ב',OBSERV., ASK & INTERPRET:QUALITY EDUC. RES. - II,1,א',200,שעור,2,28,3
37848,סמינריון מגמה,SEMINAR DIVISION,9,קורס שנתי,200,שעור,0,0,4
37850,התנסות בשדה בפסיכולוגיה חינוכית - שנה ב',EDUCATIONAL PRACTICUM - b,1,א',200,שעור,1,14,3
37853,שפה מדוברת: תהליך ההפקה,PRODUCTION OF SSPOKEN LANGUAGE,2,ב',200,סמ,2,28,6
37855,מעורבות קשב וזיכרון עבודה בעיבוד נומרי - חלק א',THE ROLE OF ATTENTION AND WORKING MEMORY IN NUME - a,1,א',200,סמ,2,28,NULL
37856,למידה: המימד החברתי,Learning: The social Dimension,2,ב',200,סמ,2,28,NULL
37857,הערכה פסיכודיאגנוסטית של ילדים ובני נוער, Psychological assessment of children and youth ,1,א',200,שעור,2,28,3
37859,הזיקה בין תאוריה לפרקטיקה באבחון לקויות למידה,THEORY TO PRACT. - DIAGN. OF LEARN. DISABILITIES,9,קורס שנתי,200,שעור,2,28,3
37860,הדרכה על טיפול cbt עם ילדים ונוער עם דגש על בעיות של חרדה,CBT supervision with an emphasis on problems of anxiety, depression and OCD,1,א',200,שעור,4,56,NULL
37862,תפקיד מנהל בי"ס בהערכה ובפיתוח פרופסיונאלי של מורים,A,2,ב',200,שעור,2,28,NULL
37863,קריאה מודרכת: מחקר על מחשבות חודרניות אצל בני נוער,Guided instruction: Research on Intrusive Thoughts in Children,9,קורס שנתי,200,שעור,4,56,NULL
37865,שילוב הורים בטיפול בילדים,Working with Parents in Child Psychotherapy,2,ב',200,שעור,2,28,NULL
37868,הכשרה מקצועית - שנה א',SUPERVISED FIELDWORK - FIRST YEAR,9,קורס שנתי,200,תרג,4,56,4
37877,הצעת מחקר לעבודת גמר בלימודי מ"א,PROPOSAL FOR M.A. THESIS,9,קורס שנתי,200,מטלה,0,0,5
37879,מנהיגות בחינוך,LEADERSHIP IN EDUCATION,9,קורס שנתי,200,שעור,4,56,3
37880,פסיכופתולוגיה של הילדות וההתבגרות - חלק א',PSYCHOPATHOLOGY OF CHILDHOOD AND YOUTH,2,ב',200,סמ,2,28,3
37888,סדנת הכנה לקראת לימודי תואר שלישי,Preparatory workshop for doctoral studies,1,א',200,שעור,2,28,3
37891,סוגיות משפטיות בחינוך,LEGAL ISSUES IN EDUCATION,2,ב',200,שעור,2,28,1
37900,מבוא לחינוך מיוחד,INTRODUCTION TO SPECIAL EDUCATION,1,א',200,שעור,2,28,1
37910,פסיכולוגיה חינוכית,EDUCATIONAL PSYCHOLOGY,9,קורס שנתי,200,שעור,4,56,3
37911,הורות: התפתחות ושינוי,PARENTHOOD-DEVELOPMENT AND CHANGE,1,א',200,שעור,2,28,3
37916,מבט פסיכודינמי על תאוריה ופרקטיקה של טיפול בילדים,PSYCHODYNAMIC PERSPECTIVE ON THEORY & PRACTICE,9,קורס שנתי,200,שעור,4,56,3
37918,אני ואתה נשנה את העולם? בין שיח ביקורתי ליישומו,BETWEEN TALKING AND DOING SOCILOGY,2,ב',200,שעור,2,28,3
37919,הכשרה מקצועית - שנה ב',SUPERVISED FIELDWORK - SECOND YEAR,9,קורס שנתי,200,תרג,4,56,4
37921,פרקטיקום קליני,CLINICAL PRACTICUM,9,קורס שנתי,200,ע.מע,4,56,4
37922,קריאה מודרכת,INDEPANDANT READING,2,ב',200,שעור,2,28,4
37942,סוגיות נבחרות במחקר חינוכי,METHODOLOGICAL ASPECTS OF EDUCATIONAL RESEARCH,2,ב',200,שעור,2,28,3
37943,משא ומתן - היבטים התנהגותיים,NEGOTIATION: BEHAVIORAL PERSPECTIVE,9,קורס שנתי,200,שעור,4,56,NULL
37944,דיכאון וחרדה: היבטים קוגנטיביים ורגשיים - ב',DEPRESSION & ANXIETY: COGNITIVE & EMOT. ASP.- II,2,ב',200,סמ,2,28,NULL
37954,דיכאון וחרדה: היבטים קוגניטיביים ורגשיים - א',DEPRESSION & ANXIETY: COGNIT. & EMOTION. ASPECT,2,ב',200,סמ,2,28,NULL
37956,תאוריות התפתחות פסיכודינמיות,PSYCHODYNAMIC DEVELOPMENTAL THEORIES,1,א',200,שעור,2,28,3
37962,שיקולי דעת אתיים בעבודת מנהל בית הספר,ETHICAL CONSIDERATIONS IN SCHOOL MANAGMENT,1,א',200,שעור,2,28,3
37963,תקשורת בין -אישית בעבודת היועץ,INTERPERSONAL COMMUNICATION IN COUNSELOR'S WORK,1,א',200,תרג,2,28,3
37965,אתנוגרפיה בחינוך - שיטות מחקר איכותניות,ETHNOGRAPHY IN EDUC.- QUALITATIVE RESEAR. METHOD,3,א' או ב',200,שעור,2,28,3
37969,סוגיות יסוד בקוגניציה,BASIC ISSUES IN COGNITION,1,א',200,שעור,2,28,1
37977,תהליכים טיפוליים בהתערבות אינדיבידואלית,THERAPEUITIC PROCESSES IN INDIVID. INETERVENTION,9,קורס שנתי,200,שעור,4,56,1
37984,יסודות תאורטיים ופסיכומטריים בהגדרה ובאבחון לקויות למידה - א',FONDAMENTAL ISSUES IN THE DEFINITION OF L.D.,2,ב',200,שעור,2,28,3
37985,האינטרנט בשירות ההוראה והלמידה,THE INTERNET IN EDUCATION AND LEARNING,1,א',200,שעור,2,28,3
37986,תהליכים קבוצתיים בעבודת היועץ,GROUP PROCESSES IN THE COUNSELLOR'S WORK,9,קורס שנתי,200,שות,4,56,3
