group.id,course.co_id,group.lesson
8272758,60790,שעור, 
8272759,61729,סדנה, 
8973721,61731,שעור,NULL
8973810,61732,שעור,NULL
8272760,61771,שעור, 
8272762,61774,שעור, 
8272764,61781,שעור, 
8272765,61787,סדנה, 
8272767,61792,סמ, 
8272769,61797,שעור, 
8973925,61797,תרג,א
8973926,61797,תרג,ב
8272772,61800,שעור, 
8272773,61801,הדר,א
8272774,61801,הדר,ב
8272779,61804,סמ, 
8272780,61805,שעור, 
8272781,61806,שעור, 
8272782,61807,שעור, 
8272783,61809,שעור, 
8272786,61814,סמ, 
8272787,61815,שעור, 
8272788,61816,שעור, 
8272789,61818,סדנה, 
8974900,61819,שעור,NULL
8272790,61820,שעור, 
8272791,61824,הדר,
8272793,61839,שעור, 
8973893,61840,שעור,NULL
8272794,61841,סמ, 
8272795,61844,שעור, 
8272796,61846,שעור, 
8272797,61847,סמ, 
8272798,61850,סדנה, 
8272799,61851,שעור, 
8272800,61861,שעור, 
8272801,61866,סמ, 
8272802,61867,שעור, 
8272803,61869,שעור, 
8272804,61870,שעור, 
8272805,61872,שעור, 
8272806,61873,סמ, 
8272808,61878,שעור, 
8272809,61880,שות, 
8272810,61888,שעור,
8272811,61896,שעור, 
8272812,61907,סמ, 
8973854,61913,שעור,NULL
8973855,61914,שעור,NULL
8973790,61915,שעור,NULL
8973866,61916,סמ,NULL
8973867,61917,סדנה,NULL
8973928,61918,תרג,ב
8973927,61918,תרג,א
8974857,61918,תרג,ג
8973868,61918,שעור,
8974642,61920,שוס,NULL
8974696,61921,סמ,NULL
9017977,61922,שעור,NULL
8974658,62002,שעור,NULL
8974662,62003,שעור,NULL
8974663,62004,שעור,NULL
8974664,62006,שעור,NULL
8974660,62012,שעור,NULL
8974661,62033,שעור,NULL
8982342,62050,סמ,NULL
8974674,62070,שעור,NULL
8982343,62071,סמ,NULL
8272823,62081,שעור, 
8990561,62098,סמ,NULL
8990560,62099,סמ,NULL
8974247,62100,תרג,א
8974248,62100,תרג,ב
8974249,62100,תרג,ג
8973822,62100,שעור,NULL
8973811,62101,שעור,
8974215,62102,תרג,א
8974216,62102,תרג,ב
8974217,62102,תרג,ג
8973821,62102,שעור,NULL
8974443,62107,שעור,NULL
8974444,62108,שעור,NULL
8974238,62110,תרג,ב
8974236,62110,שעור,NULL
8974237,62110,תרג,א
8973823,62113,שעור,NULL
8973819,62114,שעור,
8974586,62121,תרג,א
8974585,62121,שעור,NULL
8974587,62121,תרג,ב
8974588,62121,תרג,ג
8974592,62121,תרג,ז
8974593,62121,תרג,ח
8974590,62121,תרג,ה
8974591,62121,תרג,ו
8974594,62121,תרג,ט
8974595,62121,תרג,י
8974589,62121,תרג,ד
8272854,62129,שעור, 
8974699,62130,שעור,NULL
8974659,62132,שעור,NULL
8974529,62146,שעור,NULL
8974646,62147,שעור,NULL
8985800,62148,שעור,NULL
9008575,62149,שעור,NULL
8272856,62152,שעור, 
8272857,62154,שעור, 
8272858,62155,שעור, 
8272870,62169,שעור, 
8272871,62170,שעור, 
8974754,62171,שעור,NULL
8974755,62172,שעור,NULL
8974756,62173,שעור,NULL
8974757,62174,שעור,NULL
8974758,62175,שעור,NULL
8974759,62176,שעור,NULL
8974760,62177,שעור,NULL
8974761,62178,שעור,NULL
8974762,62179,שעור,NULL
8974763,62180,שעור,NULL
8974764,62181,שעור,NULL
8974765,62183,שעור,NULL
8974766,62184,שעור,NULL
8272872,62185,שעור, 
8974767,62186,שעור,NULL
8272874,62189,שעור, 
8272879,62199,סדנה, 
8973817,62201,שעור,
8973802,62205,שעור,
8973815,62206,שעור,NULL
8974421,62209,שעור,NULL
8272886,62210,שעור, 
8272888,62222,סדנה, 
8974432,62223,שעור,NULL
8272890,62229,שעור, 
8272892,62242,שעור, 
8272895,62250,סדנה, 
8272896,62256,שעור, 
8973816,62257,שעור,NULL
8974246,62301,תרג,ג
8974239,62301,תרג,א
8974240,62301,תרג,ב
8973831,62301,שעור,
8974258,62302,שעור,NULL
8974267,62303,שעור,NULL
8974268,62304,שעור,NULL
8974281,62304,תרג,א
8974282,62304,תרג,ב
8974243,62305,תרג,א
8974244,62305,תרג,ב
8974245,62305,תרג,ג
8973829,62305,שעור,
8974255,62306,שעור,NULL
8974539,62308,סמ,NULL
8272910,62309,שעור, 
8974306,62311,שעור,NULL
8974260,62313,שעור,NULL
8974261,62313,תרג,א
8974262,62313,תרג,ב
8272915,62315,סדנה, 
8974251,62316,שעור,NULL
8272919,62318,סדנה, 
8272920,62320,סדנה, 
8974445,62321,שעור,NULL
8974446,62322,שעור,NULL
8974753,62327,שעור,NULL
8974752,62328,שעור,NULL
8974254,62330,שעור,NULL
8272925,62332,סדנה, 
8272926,62338,סדנה, 
8974751,62340,שוסד,NULL
8272928,62342,שעור, 
8272929,62352,סדנה, 
8272930,62354,שעור, 
8272931,62360,סדנה, 
8272932,62361,שעור, 
8272933,62366,סדנה, 
8974629,62368,סדנה,NULL
8272935,62369,סדנה, 
8272936,62370,סדנה, 
8974748,62373,סדנה,NULL
8974747,62374,שעור,NULL
8272937,62396,סדנה, 
8974435,62399,שעור,NULL
8272938,62400,סדנה, 
8272939,62401,שעור, 
8974604,62402,שעור,NULL
8974308,62408,שעור,NULL
8272940,62409,שעור, 
8272941,62410,שעור, 
8272942,62413,שעור, 
8272943,62417,סדנה, 
8974309,62419,שעור,NULL
8272945,62420,שעור, 
8272946,62421,סדנה, 
8272947,62423,סדנה, 
8272948,62424,שעור, 
8974013,62425,שעור,NULL
8272950,62430,שעור, 
8974310,62431,שעור,NULL
8272951,62433,שעור, 
8272952,62435,שעור, 
8272954,62444,שעור, 
8974852,62446,שוסד,NULL
8974447,62448,שעור,NULL
8272959,62452,סדנה, 
8272960,62454,שעור, 
8272961,62455,סמ, 
8974313,62457,שעור,NULL
8272962,62458,שוסד, 
8974327,62464,שעור,NULL
8272965,62467,סדנה, 
8272966,62468,שעור, 
8272967,62471,שעור, 
8974603,62474,שעור,NULL
8272969,62475,שעור, 
8974828,62476,סדנה,NULL
8974829,62477,סדנה,NULL
8978054,62478,סדנה,NULL
8978491,62479,סדנה,NULL
9002980,62480,שעור,NULL
8974329,62501,שעור,NULL
8272972,62502,שעור, 
8974016,62503,שעור,NULL
8974330,62504,שעור,NULL
8272979,62519,סמ, 
8272981,62523,שעור, 
8974018,62530,שעור,NULL
8974491,62531,שעור,NULL
8272983,62532,שעור, 
8272984,62533,סדנה, 
8272986,62541,שעור, 
8272988,62544,שעור, 
8272990,62548,סמ, 
8272991,62549,סמ, 
8272992,62554,סדנה, 
8974541,62556,שעור,NULL
8272994,62558,סדנה, 
8974021,62559,שעור,NULL
8272995,62562,סדנה, 
8272997,62566,סדנה, 
8974022,62569,סדנה,NULL
8974698,62570,שוסד,NULL
8974023,62574,סמ,NULL
8273000,62575,שעור, 
8974024,62579,סמ,NULL
8974025,62582,סמ,NULL
8974026,62584,סמ,NULL
8273001,62585,שעור, 
8273002,62586,סמ, 
8974343,62590,סמ,NULL
8273005,62594,סמ, 
8273006,62598,סדנה, 
8974027,62601,סמ,NULL
8974275,62602,תרג,א
8974257,62602,שעור,NULL
8974276,62602,תרג,ב
8974277,62603,תרג,
8974191,62603,שעור,NULL
8974265,62604,שעור,NULL
8974283,62605,תרג,א
8974284,62605,תרג,ב
8974269,62605,שעור,NULL
8974291,62606,שעור,NULL
8974599,62607,סמ,NULL
8974272,62611,שעור,NULL
8974253,62612,שעור,NULL
8974450,62613,שעור,NULL
8273018,62614,סמ, 
8273019,62616,שעור, 
9005140,62617,סדנה,NULL
8974250,62618,שעור,NULL
8273021,62619,סדנה, 
8974194,62621,סמ,NULL
8974501,62622,שעור,NULL
8974271,62623,שעור,NULL
8273023,62624,שעור, 
8273024,62628,סדנה, 
8974195,62631,סמ,NULL
8974718,62632,תרג,א
8974719,62632,תרג,ב
8974252,62632,שעור,NULL
8974288,62634,שעור,NULL
8974197,62636,סמ,NULL
8974280,62643,תרג,ב
8974279,62643,תרג,א
8974273,62643,שעור,NULL
8273033,62649,סדנה, 
8273034,62651,סמ, 
8273036,62655,שעור, 
8273037,62656,שעור, 
8273038,62657,סדנה, 
8273039,62659,סמ, 
8974492,62662,סמ,NULL
8974910,62668,סמ,NULL
8273041,62669,סדנה, 
8273042,62672,סמ, 
8974493,62688,סמ,NULL
8273047,62691,סדנה, 
8273048,62692,סמ, 
8974452,62695,שעור,NULL
8273050,62696,סמ, 
8974289,62702,שעור,NULL
8974292,62703,שעור,NULL
8273053,62704,סמ, 
8273054,62705,שעור, 
8273056,62709,סמ, 
8974287,62712,שעור,NULL
8974202,62713,סמ,NULL
8273059,62719,סמ, 
8974286,62721,שעור,NULL
8273066,62727,סמ, 
8974290,62728,שעור,NULL
8974864,62728,תרג,א
8974865,62728,תרג,ב
8273071,62735,סמ, 
8273075,62746,סדנה, 
8273076,62751,סמ, 
8273077,62753,שעור, 
8974205,62767,סמ,NULL
8974285,62769,שעור,NULL
8273079,62776,שעור, 
8974358,62782,שעור,NULL
8273081,62784,סמ, 
8978492,62799,סמ,NULL
8273085,62810,סמ, 
8273087,62834,סדנה, 
8273088,62835,סדנה, 
8273089,62836,סדנה, 
8273090,62837,סדנה, 
8273091,62838,סדנה, 
8273092,62839,סדנה, 
8974494,62841,שעור,NULL
8273095,62856,סמ, 
8974495,62866,סמ,NULL
8273098,62881,סמ, 
8273099,62900,סדנה,
8273101,62903,שעור, 
8974801,62904,סדנה,NULL
8974543,62956,סמ,NULL
8273102,62960,סמ, 
8273103,62994,סדנה,
8273104,62999,סמ, 
8273105,63117,שעור, 
8973779,63719,שעור,NULL
8273108,63727,שעור,
8273110,63728,שעור,
8984062,63748,שעור,NULL
8973474,63756,שעור,NULL
8973473,63759,שעור,NULL
8273113,63761,שעור,
8972910,63802,שעור,NULL
8972911,63829,שעור,NULL
8273122,63832,שעור, 
9022698,63836,שעור,NULL
8973636,63839,שעור,NULL
8972902,63843,שעור,
8974676,63845,שעור,NULL
8273125,63846,שעור,
8273127,63850,שעור, 
8273133,63871,שעור, 
8972895,63872,שעור,
8273136,63873,שעור,
8973701,63882,שעור,NULL
8973758,63887,שעור,NULL
8974029,63889,שעור,NULL
8974180,63892,שעור,NULL
8974419,63896,שעור,NULL
8974458,63903,שעור,NULL
8273146,63908,שעור, 
8273148,63912,שעור,
8273154,63931,שעור, 
8984937,63944,שעור,NULL
8974558,63953,שעור,ב
8273155,63953,שעור,א
8273157,63961,שעור,א
8972891,63962,שעור,NULL
8984933,63970,שעור,NULL
8972938,63973,שעור,NULL
8273165,63991,שעור, 
8974484,63993,שעור,NULL
8974797,63997,שעור,NULL
8974796,63998,שעור,NULL
4131860,64104,שעור, 
4129170,64105,שק, 
4131861,64106,שעור, 
4131862,64106,תרג,א
4131863,64106,תרג,ב
4131864,64106,תרג,ג
4129168,64108,שוס, 
4129239,64110,שוסד, 
4131495,64112,שוס, 
4131587,64113,שק, 
4131865,64114,שוס, 
4131735,64115,סדנה, 
4131736,64116,סדנה, 
4131738,64117,שוס, 
5957911,64119,סדנה,NULL
4575914,64119,שעור,NULL
5157043,64120,שעור,NULL
5157081,64121,שעור,NULL
5157077,64122,הדר,NULL
5157078,64123,סדנה,NULL
5157080,64124,מעב,NULL
5157079,64124,שעור,NULL
5157106,64125,שעור,NULL
5928526,64126,שעור,NULL
8984931,64127,הדר,NULL
8984932,64128,הדר,NULL
7126101,64150,שק,NULL
7742692,64152,סמ,NULL
8973892,64153,סמ,NULL
6059432,64200,שעור,NULL
4131916,64301,שות, 
5255056,64304,שעור,NULL
4128908,64305,שעור, 
4128909,64305,תרג, 
4128910,64306,שעור, 
4128911,64308,שעור, 
4128912,64309,שעור, 
4131879,64311,שעור, 
4131880,64311,תרג,א
4131882,64311,תרג,ב
4219495,64316,שעור,NULL
4128840,64317,שעור, 
4128841,64317,תרג,
4131458,64319,שעור, 
4128973,64320,מעב,א
4128974,64320,מעב,ב
4128975,64320,מעב,ג
4131580,64321,מעב, 
4128976,64325,שעור, 
4131885,64332,שעור, 
4131886,64333,שעור, 
4131887,64333,סדנה,א
4131888,64333,סדנה,ב
8973887,64600,שות,NULL
4128690,64602,שעור, 
4128995,64608,שעור, 
4128996,64608,מעב,א
4128997,64608,מעב,ב
5436384,64610,מעב,א
5436385,64610,מעב,ב
5436386,64610,מעב,ג
8974704,64611,מעב,ג
4131819,64611,מעב,א
4131820,64611,מעב,ב
4131644,64614,שעור, 
4131645,64614,תרג, 
4131648,64616,מעב,א
4131649,64616,מעב,ב
8974652,64616,מעב,ג
4131821,64621,שעור, 
4131876,64635,שעור, 
4131877,64636,שעור, 
4131447,64640,שעור, 
4131448,64640,מעב,א
4131449,64640,מעב,ב
4131450,64640,מעב,ג
4131452,64643,שעור, 
4129067,64644,שעור, 
4131453,64646,שעור, 
4131454,64648,שעור, 
4129346,64701,סדנה, 
4129347,64704,שעור, 
4131831,64715,שעור, 
4131833,64715,מעב,א
8974831,64715,מעב,ב
6109158,64722,סדנה,ג
6109159,64722,סדנה,ד
6109160,64722,סדנה,ה
6109161,64722,סדנה,ו
6109162,64722,סדנה,ז
6109163,64722,סדנה,ח
6109164,64722,סדנה,ט
6109165,64722,סדנה,י
4131373,64722,שעור, 
4131374,64722,סדנה,א
4131375,64722,סדנה,ב
4131376,64724,שעור, 
4131377,64724,סדנה,א
4131378,64724,סדנה,ב
4131379,64724,סדנה,ג
4131380,64724,סדנה,ד
4131381,64724,סדנה,ה
4131382,64724,סדנה,ו
4131383,64724,סדנה,ז
4131384,64724,סדנה,ח
6275705,64724,סדנה,ט
6275706,64724,סדנה,י
4131385,64725,סדנה, 
4129199,64726,שעור, 
4129200,64727,סדנה, 
4129188,64729,שעור, 
6717216,64731,סמ,NULL
6717221,64736,סמ,NULL
653493,64740,שעור,NULL
4131878,64742,סמ, 
8993129,64743,סמ,NULL
8993130,64744,סמ,NULL
8993131,64745,סמ,NULL
8993132,64746,סמ,NULL
8993133,64747,סמ,NULL
8993134,64748,סמ,NULL
4128852,64749,שעור, 
8993135,64750,סמ,NULL
4131412,64751,שעור, 
4131413,64751,תרג, 
4131414,64752,שעור, 
4131415,64753,סמ, 
8993136,64754,סמ,NULL
8993137,64755,סמ,NULL
8993138,64756,סמ,NULL
8993139,64757,סמ,NULL
8993140,64758,סמ,NULL
653480,64801,שעור,NULL
6285098,64803,שוס,NULL
4131471,64824,שעור, 
653481,64825,שעור,NULL
4295569,64838,סמ,NULL
4131472,64838,שעור, 
4131473,64850,סמ, 
4131474,64851,מעב, 
4131475,64854,שעור, 
4131529,64855,שעור,
9014126,64858,שוס,NULL
4131585,64859,שעור, 
4131586,64859,סדנה, 
653483,64860,שוס,NULL
4131834,64861,שעור, 
4131588,64862,סדנה, 
4131740,64863,שוסד, 
2954121,64864,שעור,NULL
4131759,64867,סדנה, 
5534279,64871,שוס,NULL
653492,64872,שוס,NULL
7618646,64873,שעור,NULL
5353912,64890,שעור,NULL
7302722,65003,שעור,NULL
7302724,65005,שעור,NULL
7302725,65006,שעור,NULL
7302729,65010,שעור,NULL
7302739,65011,הדר,NULL
7302740,65012,הדר,NULL
4129616,65101,סדנה, 
4129617,65124,שעור, 
4129618,65125,שעור, 
8036992,65126,שעור,NULL
4129619,65127,שעור,ב
4129620,65127,מעב,א
4129621,65127,מעב,ב
4129622,65127,מעב,ג
4129623,65127,מעב,ד
4129624,65128,שעור,
4129207,65211,שעור, 
4129625,65213,מעב,א
4129626,65213,מעב,ב
4129627,65213,מעב,ג
4129628,65213,מעב,ד
4129629,65214,שעור, 
4129630,65214,תרג,א
8974905,65214,תרג,ו
8974906,65214,תרג,ז
8974901,65214,תרג,ב
8974902,65214,תרג,ג
8974903,65214,תרג,ד
8974904,65214,תרג,ה
561108,65216,שעור, 
4129634,65217,שעור, 
4129637,65219,מעב,א
4129638,65219,מעב,ב
5157067,65219,מעב,ג
6294487,65219,מעב,ה
6294488,65219,מעב,ו
6026727,65219,מעב,ד
7302745,65222,שעור,NULL
6026658,65300,שעור,NULL
6026660,65300,תרג,ב
6026662,65300,תרג,ד
6026659,65300,תרג,א
6026661,65300,תרג,ג
6026663,65300,תרג,ה
4129363,65302,שעור, 
4129365,65308,שעור, 
4129372,65313,שעור,
4129373,65313,תרג, 
4129374,65314,שעור, 
4129381,65320,שעור, 
4129382,65321,תרג,א
4129383,65321,תרג,ב
4129384,65321,תרג,ג
4129385,65321,תרג,ד
4129386,65322,שעור, 
4129387,65323,תרג,א
4129388,65323,תרג,ב
4129389,65323,תרג,ג
4129390,65323,תרג,ד
5157012,65324,שעור,NULL
4129391,65501,שעור, 
8973336,65502,שעור,NULL
4129392,65503,שעור, 
4129639,65506,שעור, 
4129640,65507,שעור, 
4129641,65508,שעור, 
4129642,65510,שעור, 
4129645,65512,שעור, 
8973338,65513,שעור,NULL
4129646,65514,שעור, 
4129647,65516,שעור, 
4129648,65519,שעור, 
4129649,65520,שעור, 
4129652,65524,שעור, 
4129660,65525,שעור, 
4129653,65528,סדנה, 
4129654,65529,שעור, 
4129655,65529,מעב,
4129659,65531,שעור, 
4129631,65533,שעור, 
4129661,65539,שעור, 
4129662,65540,שעור, 
4129663,65541,שעור, 
4129665,65543,שעור, 
5157092,65544,שעור,NULL
4129668,65614,מטלה,א
4129669,65614,מטלה,ב
4129670,65614,מטלה,ג
4291080,65614,מטלה,ד
8973878,65618,שות,NULL
4131500,65638,שעור, 
4129674,65639,שעור, 
4129675,65639,תרג, 
4129683,65644,שעור, 
4129686,65646,שעור, 
6026666,65647,שעור,NULL
6026667,65648,שעור,NULL
4129687,65700,שעור, 
4129688,65701,שעור, 
4129689,65701,מעב, 
4129690,65702,שעור, 
4139563,65702,מעב,
4129691,65703,שעור, 
7627292,65703,תרג,NULL
4129692,65704,שעור, 
4129693,65705,שעור, 
4129695,65708,שעור, 
4129696,65708,מעב, 
6026717,65709,שעור,NULL
7627293,65709,שתומ,NULL
4129697,65710,שעור, 
4129698,65711,שעור, 
4129699,65712,שעור, 
4129700,65713,שעור, 
4131817,65714,שעור, 
4129288,65716,שעור, 
4129702,65717,שומ, 
4129703,65718,שומ, 
4129704,65719,שעור, 
4154884,65719,מעב,NULL
4129705,65720,שעור, 
4129706,65721,שעור, 
4129707,65723,שעור, 
8974044,65725,סמ,NULL
8253406,65726,מעב,
4129708,65727,שעור, 
4129709,65728,שעור, 
4129710,65729,סמ, 
4129711,65730,שומ, 
4129712,65731,שעור, 
4129713,65732,שעור, 
4131872,65733,שעור, 
4129714,65734,שעור, 
4129715,65735,שעור, 
4128981,65738,שעור, 
7635917,65740,שק,NULL
4129719,65742,שעור, 
4129720,65743,שעור, 
4129721,65744,שעור, 
7627294,65745,שק,NULL
4129724,65748,שעור, 
4129726,65751,שעור, 
4129678,65752,שעור, 
4129679,65753,שעור, 
4129680,65754,שעור,א
4129681,65756,שק, 
4129682,65757,שעור, 
4129727,65758,שעור, 
4131918,65759,ע.מע, 
4129728,65760,שק, 
4129729,65761,ע.מע, 
4129730,65762,שק, 
4129731,65763,שק,א
4129732,65764,שק, 
4129733,65765,ע.מע, 
6027108,65766,שעור,NULL
4129734,65767,שק, 
4129735,65768,שק, 
4129736,65769,שק, 
5264001,65770,שעור,NULL
5264002,65770,מעב,NULL
8234988,65771,שעור,NULL
8234989,65771,מעב,NULL
5408575,65772,שעור,NULL
5408576,65773,שעור,NULL
5408577,65774,שעור,NULL
6026719,65775,שק,NULL
6143566,65776,שעור,NULL
4129737,65777,שעור, 
4129738,65778,שק, 
4129739,65779,שעור, 
4129740,65780,שק, 
4129742,65782,שק, 
4129743,65783,סמ, 
4129744,65784,שעור, 
4129745,65785,שק, 
4129746,65786,שק, 
4129748,65789,שק, 
4129749,65790,שק, 
5263999,65792,ע.מע,
4129750,65793,שעור, 
6092441,65793,מעב,NULL
4129751,65794,שק, 
4129752,65796,שק, 
4129753,65797,שק, 
4129754,65798,שק,א
4129755,65799,שק, 
6187152,65800,שעור,NULL
4129756,65801,שק, 
4129757,65802,שק, 
4129758,65803,שק, 
4129759,65804,שק, 
4129760,65805,שק, 
4129761,65806,שק, 
7715610,65807,שק,NULL
4129762,65808,שק, 
8974045,65809,שעור,NULL
8974046,65809,מעב,NULL
4129764,65812,שעור, 
4131919,65813,ע.מע, 
4129765,65814,שעור, 
4129766,65815,שעור, 
8253408,65815,מעב,NULL
4129767,65816,שעור, 
4129768,65817,שעור, 
8974049,65818,סמ,NULL
4129769,65820,שומ, 
4129770,65821,שק, 
4129771,65822,שק, 
4129772,65823,שעור, 
8995285,65824,סמ,NULL
7635918,65825,שעור,NULL
4129773,65826,ע.מע, 
4128747,65827,שעור, 
4129776,65830,שעור, 
4129778,65832,שעור, 
4848232,65833,מטלה,NULL
4848231,65834,מטלה,NULL
4129779,65835,מטלה, 
4129780,65836,שעור, 
4129785,65840,ע.מע, 
4128711,65841,שק, 
4131484,65842,שק, 
4128774,65843,שעור, 
4128893,65845,שעור, 
4129258,65847,שעור, 
4129260,65848,שעור, 
5408578,65850,שעור,NULL
4131778,65853,שומ, 
4171594,65855,שעור,NULL
5811910,67010,מעב,א
7067286,67010,מעב,ב
8975016,67101,תרג,ט
8975017,67101,תרג,י
7302642,67101,תרג,ב
7302643,67101,תרג,ג
7302641,67101,שעור,ב
7302645,67101,תרג,ה
7302646,67101,תרג,ו
7302644,67101,תרג,ד
4129786,67101,שעור,א
4129791,67101,מעב, 
6346240,67101,תרג,א
8974907,67101,תרג,ז
8974908,67101,תרג,ח
4129352,67108,שעור, 
4129353,67108,תרג, 
4129354,67108,מעב, 
4129792,67109,שעור,א
4129793,67109,שעור,ב
4129794,67109,תרג,א
4129795,67109,תרג,ב
4129796,67109,תרג,ג
4129797,67109,תרג,ד
4129801,67109,תרג,ה
8251783,67109,תרג,ו
7545543,67125,תרג,א
7545544,67125,תרג,ב
7545545,67125,תרג,ג
7545546,67125,תרג,ד
7545547,67125,תרג,ה
7545541,67125,שעור,א
7545542,67125,שעור,ב
8243018,67125,תרג,ז
8243019,67125,תרג,ח
7697619,67125,מעב,NULL
8088185,67125,תרג,ו
6027110,67127,שעור,NULL
4129813,67200,שעור, 
4129814,67200,תרג,א
4129816,67200,תרג,ב
9022262,67200,תרג,ג
8973630,67288,שעור,NULL
4129818,67310,שעור, 
4129819,67310,תרג,א
7866007,67310,תרג,ב
4128941,67311,מעב,א
5157046,67311,מעב,ב
4129826,67316,שעור, 
4129827,67316,תרג,א
4129828,67316,תרג,ב
4129829,67316,תרג,ג
4129830,67317,שעור, 
4129831,67317,תרג,א
4129832,67317,תרג,ב
4129833,67317,תרג,ג
4131487,67321,שעור, 
4131488,67321,תרג,א
4131489,67321,תרג,ב
4131490,67322,שעור, 
4131491,67322,תרג,א
4131492,67322,תרג,ב
8975893,67452,שעור,NULL
6026726,67466,סדנה,NULL
8974976,67504,תרג,ח
8971752,67504,שעור,ב
8974977,67504,תרג,ט
4129820,67504,שעור,א
4129823,67504,תרג,א
4129825,67504,תרג,ב
8974975,67504,תרג,ז
6063528,67504,תרג,ה
6063529,67504,תרג,ו
6039126,67504,תרג,ג
6039127,67504,תרג,ד
4129836,67506,שעור, 
4129837,67506,תרג,א
4129838,67506,תרג,ב
4129839,67506,תרג,ג
4129840,67506,מעב, 
4129841,67512,סמ, 
4129842,67520,שעור, 
4129843,67521,שעור, 
4129844,67521,תרג,א
4129845,67521,תרג,ב
4129846,67521,תרג,ג
4129847,67521,תרג,ד
8974519,67521,תרג,ה
4129848,67524,הדר,א
5157234,67524,הדר,ב
4129849,67525,שעור, 
4129850,67525,תרג, 
450214,67531,שעור,NULL
1702782,67535,שעור,NULL
7057480,67535,תרג,NULL
4129851,67537,הדר,א
5157232,67537,הדר,ב
5157233,67538,הדר,ב
4129852,67538,הדר,א
4129853,67542,שעור, 
4129854,67542,תרג, 
4129855,67546,מעב, 
4129856,67547,מעב, 
4129857,67548,שעור, 
4129858,67548,תרג, 
1702796,67549,שעור,NULL
4129859,67550,סמ, 
4129860,67551,שעור, 
4129861,67551,מעב, 
4128878,67555,שעור, 
4128879,67555,מעב, 
9023557,67556,סדנה,NULL
446887,67557,מעב, 
5957907,67557,שעור,NULL
4129862,67567,שעור, 
4129863,67567,תרג, 
6043178,67573,שעור,NULL
8226922,67577,תרג,ג
4129864,67577,שעור, 
4129865,67577,תרג,א
8973968,67577,תרג,ד
7546281,67577,תרג,ב
4131773,67579,סמ, 
4128714,67593,שות, 
4129866,67594,שעור, 
4129867,67594,תרג,א
8102172,67594,תרג,ב
4129868,67596,שעור, 
5157236,67596,תרג,NULL
4129870,67599,שעור, 
4129871,67599,תרג, 
4129872,67609,שעור, 
4129873,67609,תרג, 
7688623,67613,מעב,NULL
5157047,67614,מעב,ב
4129874,67614,מעב,א
7302649,67614,מעב,ג
7302650,67614,מעב,ד
2954636,67622,סמ,NULL
4129876,67625,שעור, 
4129878,67630,שעור, 
8974299,67630,מעב,NULL
8974841,67635,שוס,NULL
8973551,67646,מעב,ב
7302648,67646,מעב,א
4129881,67652,שעור, 
4129882,67652,תרג, 
5157088,67660,מעב,
4129884,67663,שעור, 
4129885,67674,סמ, 
4128815,67686,שעור, 
4131485,67690,שעור, 
4131486,67690,מעב, 
4129887,67694,שומ, 
4129889,67705,שעור, 
5156997,67705,תרג,NULL
653252,67712,שעור,NULL
4128778,67713,שעור, 
4128779,67713,תרג, 
4129891,67715,שעור, 
4128991,67717,סמ, 
4128765,67719,סמ, 
4151055,67720,שעור,NULL
8978923,67722,סדנה,NULL
6026697,67733,מעב,ו
6026701,67733,מעב,ז
6026703,67733,מעב,ח
4129892,67733,מעב,א
8973549,67733,מעב,י
5157049,67733,מעב,ב
5157051,67733,מעב,ג
5157053,67733,מעב,ד
5157055,67733,מעב,ה
7545566,67733,מעב,ט
4128763,67734,מעב, 
956822,67735,שעור,NULL
956823,67735,תרג,NULL
2990924,67737,שעור,NULL
2990925,67737,תרג,NULL
7037879,67738,מעב,NULL
6043179,67746,שעור,NULL
6043180,67746,תרג,NULL
8977619,67749,שעור,NULL
7622970,67750,תרג,NULL
7622969,67750,שעור,NULL
8994856,67766,שעור,
4129893,67775,מעב, 
4128797,67778,שעור, 
8994428,67788,מעב,NULL
8994426,67788,שעור,
8974677,67798,שעור,NULL
4129896,67803,שות, 
4129897,67808,שעור, 
4129898,67808,תרג,א
4129899,67808,תרג,ב
4129900,67808,תרג,ג
4129901,67808,תרג,ד
7302600,67810,תרג,NULL
6940332,67810,שעור,NULL
653575,67811,סמ,NULL
4129903,67821,סמ, 
4129904,67829,שעור, 
4129905,67829,תרג,א
8984935,67829,תרג,ב
8987092,67829,תרג,ג
4129906,67831,סמ, 
5157026,67834,מעב,
5157027,67836,מעב,ב
4129907,67836,מעב,א
4129908,67839,סמ, 
7302674,67841,מעב,ב
7042779,67841,מעב,א
5496819,67842,תרג,א
4129643,67842,שעור, 
8973629,67842,תרג,ב
5157057,67843,מעב,א
6026694,67843,מעב,ב
4129910,67844,מעב,א
5157089,67844,מעב,ב
8973552,67845,מעב,ב
5157028,67845,מעב,א
4129912,67846,מעב,א
8996142,67846,מעב,ב
8973553,67847,מעב,ב
446977,67847,מעב,א
8974059,67849,שעור,NULL
5157030,67853,מעב,א
8973554,67853,מעב,ב
4128829,67855,שעור, 
4129918,67857,סמ, 
4129919,67861,סמ,א
6026734,67861,סמ,ב
4129920,67865,שעור, 
4129921,67865,תרג, 
8974323,67866,סמ,NULL
4129922,67870,סמ, 
4129924,67874,מעב,א
5157033,67874,מעב,ב
4129925,67877,סמ, 
4128738,67886,שומ,
4695690,67888,מעב,א
5157034,67888,מעב,ב
5157035,67889,מעב,ב
4129926,67889,מעב,א
8973555,67890,מעב,ב
7545536,67890,מעב,א
4129927,67894,סמ, 
