group.id,course.co_id,group.lesson
8974123,38280,תרג,NULL
8974125,38316,שות,NULL
8974974,38335,שעור,NULL
8270767,38349,סמ, 
8974088,38352,סמ,NULL
8974080,38422,סמ,NULL
8270772,38460,שות, 
8974108,38504,סמ,NULL
8974093,38512,שוס,NULL
8974070,38517,סמ,NULL
8974109,38520,תרג,NULL
8270773,38524,תרג, 
8974920,38525,תרג,NULL
8978922,38563,שעור,NULL
8974126,38652,שעור,NULL
8270779,38800,סמ, 
8974095,38801,שות,NULL
8974090,38813,סמ,NULL
8974079,38815,סמ,NULL
9005573,38820,תרג,NULL
8974076,38829,סמ,NULL
8270782,38831,סמ, 
8974081,38832,תרג,NULL
8974500,38840,תרג,NULL
8974078,38847,תרג,NULL
8974572,38853,תרג,NULL
8974107,38854,סמ,NULL
8974092,38865,סמ,NULL
8974953,38888,שעור,NULL
8974083,38890,סמ,NULL
8974084,38901,תרג,NULL
8974087,38902,סמ,NULL
8974178,38905,שעור,NULL
9030435,38909,שעור,NULL
8987981,38990,תרג,NULL
8988410,38991,תרג,NULL
8274045,39012,תרג,NULL
8973967,39029,שעור,NULL
8274080,39034,שעור,NULL
8274042,39036,תרג,NULL
8274046,39037,סמ,NULL
8274098,39038,סמ,NULL
8274051,39044,תרג,NULL
8274060,39045,סמ,
8274069,39046,תרג,NULL
8274073,39047,תרג,NULL
8274074,39048,סמ,NULL
8274050,39053,תרג,NULL
8274075,39065,תרג,NULL
8270803,39066,סמ, 
8270804,39068,תרג, 
8973042,39070,סמ,NULL
8274077,39078,סמ,NULL
8274084,39080,שעור,NULL
8274086,39081,סמ,NULL
8274088,39082,תרג,NULL
8974732,39084,סמ,NULL
8274096,39085,תרג,NULL
8274097,39086,תרג,NULL
8274099,39087,תרג,NULL
8274101,39088,סמ,NULL
8971718,39089,סמ,NULL
8971724,39092,תרג,NULL
8973608,39095,שות,NULL
8974152,39096,תרג,NULL
8974746,39097,סמ,NULL
8974963,39098,סמ,NULL
8270807,39100,תרג,א
8270808,39100,תרג,ב
8270809,39100,תרג,ג
8270810,39100,תרג,ד
8270811,39100,תרג,ה
8270812,39100,תרג,ו
8274082,39106,תרג,NULL
8972906,39107,תרג,NULL
8270813,39108,תרג, 
8274092,39112,תרג,NULL
8270815,39123,תרג, 
8274078,39154,שעור,NULL
8270826,39166,תרג, 
8270828,39189,שעור, 
8971689,39193,שעור,NULL
8270830,39204,שעור, 
8973278,39222,תרג,NULL
8270836,39250,תרג, 
8270838,39260,סמ, 
8270839,39266,תרג, 
8270841,39274,שעור, 
8974768,39278,תרג,NULL
8270844,39281,תרג, 
8270847,39307,שעור, 
8270848,39317,שעור, 
8973240,39347,סמ,NULL
8270851,39381,סמ, 
8274047,39701,סמ,NULL
8274076,39702,סמ,NULL
8973172,39703,סמ,NULL
8974728,39704,סמ,NULL
8974733,39705,סמ,NULL
8974774,39707,סמ,NULL
8987979,39708,סמ,NULL
8974884,39709,סמ,NULL
9017120,39710,סמ,NULL
8274066,39872,סמ,NULL
8270860,39900,סמ, 
8974349,39901,סמ,NULL
8270862,39924,סמ, 
8270864,39934,סמ, 
8270865,39940,סמ, 
8270866,39941,סמ, 
8270869,40051,שעור, 
8270870,40101,שעור, 
8270871,40104,שעור, 
8270872,40104,תרג,א
8270873,40104,תרג,ב
8973310,40106,שעור,NULL
8270874,40107,שעור, 
8270875,40107,תרג,א
8270876,40107,תרג,ב
8270877,40109,שעור, 
8270878,40109,תרג,א
8270879,40109,תרג,ב
8270880,40111,שעור, 
8270882,40130,שעור, 
8270883,40130,תרג,א
8270884,40130,תרג,ב
8270887,40202,שעור, 
8270888,40212,סיור, 
8270889,40221,שעור, 
8270890,40227,שעור, 
8973548,40327,שות,NULL
8978055,40332,תרג,ב
8270892,40332,שעור, 
8270893,40332,תרג,א
8270894,40333,סמ,
8270896,40350,שעור, 
8270897,40356,שוס, 
8270900,40358,שעור, 
8270901,40358,תרג, 
8973730,40368,שעור,NULL
8270903,40380,שעור, 
8270904,40393,סדנה, 
8270905,40410,שות, 
8270906,40415,שעור, 
8270907,40420,שות, 
8270908,40421,שעור, 
8270909,40422,שות, 
8270910,40423,שעור, 
8973312,40428,שעור,NULL
8973313,40438,שעור,NULL
8973311,40444,שעור,NULL
8973308,40458,שוס,NULL
8270916,40481,שעור, 
8973039,40502,שעור,NULL
8270918,40515,סמ, 
8270919,40546,שעור, 
8270921,40571,סמ, 
8270922,40583,שעור, 
8270924,40599,סמ, 
8270925,40615,שעור, 
8270926,40615,תרג,א
8270927,40615,תרג,ב
8973529,40620,שעור,NULL
8973687,40622,שעור,NULL
8270929,40650,שוס, 
8270930,40652,שעור, 
8973932,40681,שעור,NULL
8270931,40695,סדנה, 
8973690,40696,שעור,NULL
8270932,40698,סיור, 
8270933,40701,שוס, 
8973705,40704,שעור,NULL
8973678,40709,שוס,NULL
8270935,40732,שעור, 
8270936,40733,שות, 
9029996,40769,סדנה,NULL
8973938,40770,שעור,NULL
8973939,40770,מעב,NULL
8270939,40801,שות, 
8270940,40811,סדנה, 
8270941,40829,הדר,א
8270942,40829,הדר,ב
8270943,40831,שוס, 
8270944,40834,שעור, 
8270945,40834,תרג,א
8270946,40834,תרג,ב
8270947,40836,שעור, 
8270948,40836,תרג, 
8270949,40849,שעור, 
8973457,40852,שוס,NULL
8270951,40858,שוס, 
8270952,40860,סדנה, 
8270953,40870,שוס, 
8270954,40887,הדר,א
8270955,40887,הדר,ב
8270956,40903,שות, 
8270957,40908,שוס, 
8973318,40920,שות,NULL
8270958,40928,הדר, 
8270960,40940,הדר,א
8270961,40940,הדר,ב
8270962,40941,סמ, 
8270963,40942,שעור, 
8270964,40942,תרג,א
8270965,40942,תרג,ב
8270966,40942,תרג,ג
8984063,40942,תרג,ד
8270968,40945,סמ, 
8973531,40946,שעור,NULL
8270970,40953,שוס, 
8270971,40957,שעור, 
8270972,40957,תרג,א
8973732,40957,תרג,ב
8270974,40980,סדנה, 
8973971,41010,שעור,NULL
8974778,41011,תרג,NULL
8270978,41015,תרג, 
8973071,41043,סמ,NULL
8974783,41050,סמ,NULL
8270984,41064,מטלה,א
8270985,41064,מטלה,ב
8270986,41190,הדר, 
8270987,41191,הדר,א
8270988,41191,הדר,ב
8973057,41212,סמ,NULL
8973055,41213,סמ,NULL
8973056,41220,שות,NULL
8971633,41344,סמ,NULL
8973072,41404,סמ,NULL
8973064,41438,תרג,NULL
8973062,41463,סמ,NULL
8971626,41467,סמ,NULL
8973054,41477,שעור,NULL
8973516,41534,תרג,NULL
8973073,41537,שעור,NULL
8973060,41568,סמ,NULL
8973059,41652,שות,NULL
8271004,41801,הדר,א
8271005,41801,הדר,ב
8271006,41802,סמ, 
8973065,41811,סמ,NULL
8974597,41812,סמ,NULL
8271008,41819,סמ,
8971631,41821,סמ,
8973058,41825,סמ,NULL
8971625,41827,סמ,NULL
8974602,41833,סמ,NULL
8271010,41998,מטלה,א
8271011,41998,מטלה,ב
8271012,41999,מטלה,א
8271013,41999,מטלה,ב
8271014,42000,שעור, 
8271015,42100,הדר,א
8973443,42101,שות,NULL
8973446,42331,סמ,NULL
8973447,42425,תרג,NULL
8271023,42501,תרג, 
8973027,42653,שעור,NULL
8973022,42654,שעור,NULL
8973455,42666,תרג,NULL
8973458,42765,סמ,NULL
8973459,42766,סמ,NULL
8973448,42801,תרג,NULL
8973450,42803,תרג,NULL
8973466,42855,סמ,NULL
8271028,43107,שעור, 
8271029,43108,שעור, 
8271030,43109,תרג, 
8271031,43112,שעור, 
8271032,43156,שעור, 
8271033,43156,הדר, 
8271034,43157,שעור, 
8973241,43157,הדר,NULL
8271036,43171,שעור, 
8271037,43171,הדר, 
8271039,43210,שעור, 
8271040,43210,הדר, 
8271042,43211,הדר, 
9015414,43211,שעור,NULL
8973091,43248,שות,NULL
8271046,43303,שות, 
8271047,43306,שות, 
8973084,43308,סיור,NULL
8973077,43400,שעור,NULL
8974547,43404,שות,NULL
8972892,43409,תרג,NULL
8271051,43414,שעור, 
8973046,43429,תרג,NULL
8973142,43489,שעור,NULL
8271055,43491,שות,א
8973040,43491,שות,ב
8271056,43502,תרג, 
8973092,43503,שות,NULL
8271057,43504,סמ, 
8973033,43507,שעור,NULL
8271058,43509,סמ, 
8271059,43511,שעור, 
8973151,43519,שעור,NULL
8973045,43523,שעור,NULL
8271060,43526,סמ, 
8973150,43533,שעור,NULL
8271064,43548,שעור, 
8973426,43555,שעור,NULL
8973250,43557,שעור,NULL
8974973,43567,שעור,NULL
8972978,43583,שעור,NULL
8274199,43614,שעור,NULL
8973085,43617,שות,NULL
8973145,43666,סיור,NULL
8973093,43681,שעור,NULL
8974654,43685,שעור,NULL
8274204,43704,שעור,NULL
8974836,43741,שעור,NULL
8271079,43755,סמ, 
8989700,43756,סמ,NULL
8973104,43769,שעור,NULL
8973513,43770,שעור,NULL
8972893,43776,סמ,NULL
8972907,43783,סמ,NULL
8973102,43799,סמ,NULL
8973159,43817,שות,NULL
8271084,43839,תרג,א
8271085,43839,תרג,ב
8972927,43855,שעור,NULL
8974679,43855,תרג,NULL
8974232,43883,שעור,NULL
8973255,43907,שעור,NULL
8271089,43942,תרג, 
8973253,43977,שעור,NULL
8972894,43991,שוס,NULL
8271091,44151,שעור, 
8271092,44152,הדר,א
8271093,44152,הדר,ב
8271094,44152,הדר,ג
8274147,44152,הדר,ד
8973682,44155,תרג,ב
8271096,44155,שעור, 
8271098,44155,תרג,א
8271099,44156,שעור, 
8271100,44156,תרג,א
8271101,44156,תרג,ב
8271102,44157,תרג,א
8271103,44157,תרג,ב
8974616,44157,תרג,ג
8271105,44161,שעור, 
8274174,44169,סמ,NULL
8274178,44180,סמ,NULL
8974218,44253,שעור,NULL
8974222,44303,סמ,NULL
8271110,44309,הדר, 
8271111,44310,שעור,א
8271112,44310,שעור,ב
8271113,44312,שעור,
8974223,44320,סמ,NULL
8271116,44324,סמ, 
8974850,44326,שעור,NULL
8274156,44328,סמ,NULL
8974869,44348,שעור,NULL
8271117,44357,שעור,
8274158,44540,סמ,NULL
8974264,44732,סמ,NULL
8274180,44814,סמ,NULL
8274186,44830,סמ,NULL
8971685,44834,סמ,NULL
8972925,44845,סמ,NULL
8274161,44865,שעור,NULL
8274163,44873,סמ,NULL
8271130,44896,סמ, 
8972922,44924,סמ,NULL
8274182,44956,סמ,NULL
8274165,44968,סמ,NULL
8271132,45102,מכי, 
8271133,45103,מכי,א
8971694,45103,מכי,ב
8271135,45109,מטלה,א
8271136,45109,מטלה,ב
8271137,45113,תרג, 
8271138,45118,שות, 
8271139,45119,הדר, 
8971690,45120,מכי,
8271141,45121,מכי, 
8271142,45124,תרג, 
8271143,45125,הדר, 
8271144,45128,הדר,א
8271145,45128,הדר,ב
8271146,45152,הדר, 
8271147,45160,שות, 
8271148,45171,הדר, 
8973727,45308,שות,NULL
8974229,45333,סמ,NULL
8973734,45401,סמ,NULL
8973737,45827,סמ,NULL
8973736,45828,סמ,NULL
8973740,45831,סמ,NULL
8271158,46100,תרג, 
8973492,46101,שעור,NULL
8271159,46102,שעור, 
8271160,46103,שעור, 
8974745,46104,שות,NULL
8271163,46105,שעור, 
8271164,46106,תרג, 
8973009,46107,תרג,א
8973010,46107,תרג,ב
8972901,46107,שעור,NULL
8271168,46111,תרג, 
8271169,46113,שעור, 
8271170,46116,תרג,א
8271171,46116,תרג,ב
8974776,46119,שעור,NULL
8973494,46122,שעור,NULL
8271172,46136,שוס, 
8973722,46144,שעור,NULL
8271174,46145,תרג, 
8271175,46149,שעור, 
8271177,46159,שעור, 
8973495,46160,שוס,NULL
8271178,46171,שות, 
8271179,46172,שות, 
8973020,46224,שוס,NULL
8274116,46299,שעור,NULL
8271180,46302,תרג,א
8271181,46302,תרג,ב
8271182,46303,תרג,א
8271183,46303,תרג,ב
8271184,46304,תרג,א
8271185,46304,תרג,ב
8271186,46307,תרג, 
8271187,46309,תרג, 
8973498,46310,שוס,NULL
8973047,46311,שוס,NULL
8271188,46315,שוס, 
8973061,46318,שוס,NULL
8271191,46323,תרג, 
8973512,46325,שעור,NULL
8973989,46326,שוס,NULL
8982773,46328,שעור,NULL
8973099,46329,שוס,NULL
8271193,46410,שעור, 
8973652,46411,שוס,NULL
8271195,46419,שעור, 
8973631,46427,שוס,NULL
8973476,46433,שעור,NULL
8271198,46439,תרג, 
8271200,46511,שעור, 
8271202,46519,שעור, 
8271204,46529,שעור, 
8271206,46552,שעור, 
8271208,46564,תרג, 
8271209,46566,מעב, 
8271210,46600,תרג, 
8271211,46606,תרג, 
8271212,46612,תרג, 
8271213,46613,תרג, 
9020541,46618,שוס,NULL
8973481,46626,שעור,NULL
8271216,46806,תרג, 
8271217,46807,תרג, 
8271218,46808,תרג, 
8271219,46810,תרג, 
8973527,46811,שוס,NULL
8974833,46815,סמ,NULL
8973031,46817,שוס,NULL
8973044,46825,תרג,NULL
8974003,46829,שוס,NULL
8973576,46830,תרג,NULL
8973477,46841,שעור,NULL
8274133,46848,שוס,NULL
8271225,46850,שוס, 
8974815,46854,שוס,NULL
8973478,46872,שעור,NULL
8974007,46877,שוס,NULL
8973049,46886,שוס,NULL
8973496,46887,שוס,NULL
8973988,46891,שוס,NULL
8974703,46895,שוס,NULL
8271234,46902,מעב,א
8271235,46902,מעב,ב
8271236,46902,מעב,ג
8271237,46903,מעב,א
8271238,46903,מעב,ב
8271239,46904,מעב,א
8271240,46904,מעב,ב
8271241,46906,מעב, 
8271242,46907,מעב,א
8271243,46907,מעב,ב
8271244,46907,מעב,ג
8271245,46907,מעב,ד
8271246,46907,מעב,ה
8271247,46909,מעב, 
8985792,49600,סדנה, 
8985793,49601,שעור, 
8985794,49602,שעור, 
8985795,49610,סדנה, 
8985796,49620,סדנה, 
8271379,49800,שעור, 
8271380,49801,שות, 
8271381,49804,שעור, 
8271382,49807,שעור, 
8271383,49812,שעור, 
8271384,49816,שעור, 
8271385,49817,שעור, 
8984496,49821,סדנה,NULL
8271387,49841,שעור, 
8271388,49854,שעור, 
8271389,49863,שעור, 
8271390,49873,שעור, 
8271391,49883,סדנה, 
8271392,49897,סדנה, 
8973362,50001,שעור,NULL
8271393,50003,שעור, 
8271394,50003,תרג,א
8271395,50003,תרג,ב
8271396,50003,תרג,ג
8271398,50004,שעור, 
8271399,50004,תרג,א
8271400,50004,תרג,ב
8271401,50004,תרג,ג
8271402,50005,שעור, 
8973358,50014,שעור,NULL
8271403,50018,שעור, 
8973666,50028,שוס,NULL
8974637,50036,שעור,NULL
8973639,50039,שעור,NULL
8271405,50040,שעור, 
8271406,50040,תרג, 
8271407,50045,שעור, 
8271408,50083,שוס, 
8271410,50110,שעור, 
8271411,50110,תרג,א
8271412,50110,תרג,ב
8271413,50110,תרג,ג
8271414,50117,שעור, 
8271415,50117,תרג,א
8271416,50117,תרג,ב
8271417,50117,תרג,ג
8271418,50118,הדר,א
8271419,50118,הדר,ב
8271420,50118,הדר,ג
8271421,50125,שעור, 
8271422,50127,שעור, 
8271423,50204,סדנה, 
8271425,50214,שעור, 
8973643,50219,שוס,NULL
8271427,50224,שעור, 
8973361,50230,שעור,NULL
8271431,50252,שעור, 
8973723,50253,שוס,NULL
8271432,50258,שעור, 
8271434,50263,שעור, 
8271435,50265,סדנה, 
8271438,50271,שעור, 
8271439,50271,תרג,א
8271440,50271,תרג,ב
8271441,50271,תרג,ג
8271442,50272,שעור, 
8271443,50272,תרג,א
8271444,50272,תרג,ב
8271445,50272,תרג,ג
8271447,50274,שעור, 
8271449,50281,שוס, 
8271451,50283,סדנה, 
8271454,50292,סדנה, 
8271455,50296,שעור, 
8271456,50297,סדנה, 
8271458,50303,שוס, 
8973754,50304,סדנה,NULL
8973755,50305,שעור,NULL
8973824,50307,שעור,NULL
8973827,50308,שעור,NULL
8271459,50310,שוס, 
8973728,50320,שעור,NULL
8271460,50326,שעור, 
8271461,50328,שוס, 
8271462,50425,שעור, 
8973750,50426,שעור,NULL
8271463,50482,שעור, 
8271464,50499,סמ, 
8271465,50500,שעור, 
8271466,50500,תרג,
8271468,50507,שעור, 
8271469,50513,שוס, 
8271470,50514,שוס, 
8271471,50515,שעור, 
8271472,50515,תרג,א
8271473,50515,תרג,ב
8271474,50515,תרג,ג
8271475,50517,שעור, 
8973753,50522,שוס,NULL
8271476,50525,שעור, 
8271477,50525,תרג,א
8271478,50525,תרג,ב
8271479,50707,סדנה, 
8271480,50750,סדנה, 
8271481,50751,סדנה,א
8271482,50751,סדנה,ב
8271483,50755,סדנה, 
8271484,50770,שוס, 
8271485,50771,שוס, 
8271488,50783,שוס, 
8271491,50795,סדנה, 
8271492,50801,שוס, 
8271493,50812,שעור, 
8271494,50812,תרג,א
8271495,50812,תרג,ב
8973729,50815,שוס,NULL
8271496,50820,שעור, 
8271497,50829,שעור, 
8271498,50844,שוס, 
8271499,50848,סדנה, 
8973665,50849,שוס,NULL
8271500,50860,סדנה, 
8271502,50875,סדנה,א
8271503,50875,סדנה,ב
8271504,50888,שעור, 
8271505,50888,תרג,
8271507,50894,סדנה, 
8973725,50904,שוס,NULL
8271509,50918,שעור, 
8271510,50918,תרג, 
8271511,50925,שעור, 
8271512,50925,תרג, 
8973642,50936,שעור,NULL
8271513,50952,שוס, 
8974954,50955,שוס,NULL
8974898,50961,שעור,NULL
8271516,50974,שוס, 
8271517,50976,שעור, 
8271518,50977,שוס, 
8271519,50978,שוס, 
8271520,50981,שעור, 
9030436,50987,שוס,NULL
8974636,50987,שעור,NULL
8271522,50993,שוס, 
8973391,50999,שעור,NULL
8271524,51102,שעור, 
8271525,51102,תרג,א
8271526,51102,תרג,ב
8271527,51102,תרג,ג
8271528,51102,תרג,ד
8271529,51102,תרג,ה
8271530,51102,תרג,ו
8271531,51106,שעור, 
8271532,51106,תרג,א
8271533,51106,תרג,ב
8271534,51106,תרג,ג
8271535,51106,תרג,ד
8271536,51106,תרג,ה
8271537,51106,תרג,ו
8271538,51107,ע.מע, 
8271539,51108,שעור,א
8271540,51108,שעור,ב
8271541,51108,שעור,ג
8271542,51108,שעור,ד
8271543,51108,שעור,ה
8271544,51108,תרג,א
8271545,51108,תרג,ב
8271546,51108,תרג,ג
8271547,51108,תרג,ד
8271548,51108,תרג,ה
8271549,51109,שעור, 
8271550,51110,מטלה, 
8271551,51111,הדר,א
8271552,51111,הדר,ב
8973169,51115,שעור,NULL
8271555,51117,שעור, 
8271556,51118,שעור, 
8973101,51120,שעור,NULL
8271558,51181,הדר,א
8271559,51181,הדר,ב
8271560,51201,שעור, 
8271561,51202,שעור, 
8271562,51301,שעור, 
8271563,51301,תרג,א
8271564,51301,תרג,ב
8271565,51301,תרג,ג
8271566,51301,תרג,ד
8271567,51301,תרג,ה
8271568,51301,תרג,ו
8973184,51304,שעור,NULL
8271570,51306,סמ, 
8271571,51307,שעור, 
8271572,51307,תרג,א
8271573,51307,תרג,ב
8271574,51307,תרג,ג
8271575,51307,תרג,ד
8271576,51307,תרג,ה
8271577,51307,תרג,ו
8973181,51308,סמ,NULL
8973189,51401,שעור,NULL
8271580,51404,שעור, 
8271581,51405,ע.מע, 
8271582,51407,שעור, 
8973143,51501,שעור,NULL
9003851,51502,שעור,NULL
8271583,51503,שעור, 
8271584,51507,ע.מע, 
8271585,51509,שעור, 
8271586,51510,הדר, 
8271587,51520,שעור, 
8973542,51531,סמ,NULL
8271591,51537,שעור, 
8271592,51539,שעור, 
8271594,51542,שות, 
8271595,51543,שעור, 
8271596,51544,מטלה,א
8271597,51544,מטלה,ב
8271598,51547,ע.מע, 
8271599,51553,שעור, 
8974606,51554,ע.מע,NULL
8974605,51555,ע.מע,NULL
8271600,51556,שעור, 
8974689,51565,שעור,NULL
8974781,51566,שעור,NULL
8271603,51605,שעור, 
8271605,51626,שעור, 
8973296,51631,שעור,NULL
8973112,51685,ע.מע,NULL
8271606,51689,שעור, 
8271608,51695,סמ, 
8271609,51696,סמ, 
8271610,51698,ע.מע, 
8271611,51703,ע.מע, 
8973109,51708,שעור,NULL
8271612,51712,שעור, 
8271613,51717,מטלה,א
8271614,51717,מטלה,ב
8271617,51723,שעור, 
8271618,51724,שעור, 
8973144,51727,סמ,NULL
8271619,51745,הדר, 
8973148,51746,סמ,NULL
8973200,51760,שעור,NULL
8974449,51767,שעור,NULL
8271620,51773,שעור, 
8973111,51776,ע.מע,NULL
8271621,51777,שעור, 
8271622,51778,שעור, 
8271623,51780,שעור, 
8974691,51789,סדנה,NULL
8974692,51790,סדנה,NULL
8973114,51791,סמ,NULL
8271624,51794,שעור, 
8271625,51795,שעור, 
8973604,51799,הדר,NULL
8974673,51802,שעור,NULL
8271628,51805,סמ, 
8271630,51811,שעור, 
8271631,51812,שעור, 
8973562,51819,סמ,NULL
8271634,51820,סדנה, 
8271635,51823,שעור, 
8271636,51825,שעור, 
8271637,51826,הדר,א
8271638,51829,שעור, 
8271639,51830,סמ, 
8271640,51839,הדר,א
8271641,51839,הדר,ב
8271642,51839,הדר,ג
8973171,51842,סמ,NULL
8271644,51845,שעור, 
8973198,51858,שעור,NULL
8271646,51866,סמ, 
8271648,51869,סמ, 
8271649,51875,סמ, 
8271650,51876,סמ, 
8271651,51877,סדנה, 
8271653,51879,שעור, 
8973297,51883,שעור,NULL
8271654,51885,שעור, 
8271655,51885,הדר,א
8271656,51885,הדר,ב
8271657,51885,הדר,ג
8271658,51885,הדר,ד
8271659,51886,שעור, 
8974779,51886,הדר,ג
8271662,51886,הדר,ב
8271661,51886,הדר,א
8271663,51889,סדנה, 
8271664,51891,שעור, 
8271665,51893,סמ, 
8271666,51895,שעור, 
8271667,51895,תרג,א
8271668,51895,תרג,ב
8973188,51897,סמ,NULL
8271669,51898,ע.מע, 
8271670,51899,סיור, 
8271672,51911,מעב, 
8271675,51918,סמ, 
8973123,51922,סדנה,NULL
8271679,51947,סמ, 
8973183,51948,סמ,NULL
8974579,51952,סמ,NULL
8271685,51958,שעור, 
8271686,51960,שעור, 
8271687,51961,סדנה, 
8271688,51963,סדנה, 
8271689,51965,שעור, 
8271690,51966,שעור, 
8271691,51968,סמ, 
8271692,51972,ע.מע, 
8271694,51976,סמ, 
8271697,51979,סמ, 
8271698,51980,הדר, 
8271699,51981,סדנה, 
8974457,51982,סדנה,NULL
8974556,51983,שעור,א
8974557,51983,שעור,ב
8271700,51989,הדר, 
8271701,51990,שעור, 
8271702,51993,סמ, 
8271703,51996,שעור, 
8973110,51997,ע.מע,NULL
8271704,51998,שעור, 
9005142,51999,שעור,NULL
8974334,52005,מעב,ב
8974335,52005,תרג,ג
8974333,52005,מעב,א
8271705,52005,שעור,א
8271706,52005,שעור,ב
8271707,52005,תרג,א
8271708,52005,תרג,ב
8271710,52006,שעור, 
8271711,52006,תרג, 
8271712,52009,שעור, 
8271713,52009,תרג,א
8271714,52009,תרג,ב
8271715,52009,תרג,ג
8973859,52024,שעור,NULL
8973860,52024,תרג,NULL
8973863,52104,תרג,NULL
8973864,52104,שעור,NULL
8271725,52116,תרג,א
8271726,52116,תרג,ב
8271723,52116,שעור,
8271729,52117,שעור,א
8271730,52117,תרג,א
8271731,52117,תרג,ב
8973367,52210,שעור,NULL
8974336,52220,מעב,א
8974337,52220,מעב,ב
8974338,52220,מעב,ג
8271733,52220,שעור,א
8271734,52220,שעור,ב
8271735,52220,תרג,א
8271736,52220,תרג,ב
8271737,52220,תרג,ג
8271738,52220,תרג,ד
8271739,52220,תרג,ה
8271740,52220,תרג,ו
8973379,52220,שעור,ג
8271741,52221,שעור,א
8271743,52221,תרג,א
8974950,52221,תרג,ד
8974951,52221,תרג,ה
8974952,52221,תרג,ו
8974949,52221,תרג,ג
8974943,52221,שעור,ב
8974944,52221,שעור,ג
8974948,52221,תרג,ב
8973095,52304,תרג,NULL
8973096,52304,שעור,NULL
8271754,52311,שעור, 
8973380,52311,תרג,NULL
8271756,52320,שעור, 
8271757,52320,תרג, 
8973121,52322,שעור,NULL
8973122,52322,תרג,NULL
8973115,52323,שעור,NULL
8973116,52323,תרג,NULL
8973125,52324,שעור,NULL
8973126,52324,תרג,NULL
8973135,52325,שעור,
8973137,52325,תרג,NULL
8973202,52326,שעור,NULL
8973204,52327,סמ,NULL
8271759,52401,שעור,
8973511,52405,שעור,NULL
8974436,52413,שעור,NULL
8271761,52518,שעור, 
8271762,52518,תרג,א
8271764,52531,שעור, 
8973158,52542,שעור,NULL
8271765,52545,מעב, 
8271766,52568,מעב, 
8271768,52601,שעור, 
8271769,52605,שעור, 
8974437,52613,שעור,NULL
8271770,52617,שעור, 
8271771,52617,תרג, 
8973211,52624,שעור,NULL
8271772,52640,שות, 
8271773,52700,שעור, 
8271774,52710,שעור, 
8973205,52716,שעור,NULL
8974895,52720,שעור,NULL
8973720,52747,שעור,NULL
8271778,52755,שעור, 
8973602,52800,תרג,NULL
8973276,52800,שעור,NULL
8271783,52801,שעור, 
8271784,52801,תרג, 
8271785,52805,שעור, 
8271786,52805,תרג, 
8973206,52814,שעור,NULL
8271787,52817,שעור, 
8271788,52817,תרג, 
8271789,52819,שעור, 
8271791,52841,סדנה, 
8271792,52850,סמ, 
8271793,52860,סמ, 
8271795,52879,שות, 
8271797,52901,סמ, 
8271798,52905,סמ, 
8974438,52913,סמ,NULL
8271800,53101,שעור, 
8271801,53101,תרג,א
8271802,53101,תרג,ב
8271803,53101,תרג,ג
8271804,53101,תרג,ד
8271805,53103,שעור, 
8271806,53103,תרג,א
8271807,53103,תרג,ב
8271808,53103,תרג,ג
8271809,53103,תרג,ד
8271810,53103,תרג,ה
8271811,53103,תרג,ו
8271812,53106,שעור, 
8973264,53112,שעור,
8973281,53113,שעור,NULL
8978053,53114,שעור,NULL
8271813,53155,שעור, 
8271814,53155,תרג,א
8271815,53155,תרג,ב
8271816,53155,תרג,ג
8271817,53155,תרג,ד
8974921,53157,שעור,NULL
8271818,53162,שעור, 
8271819,53162,תרג, 
8973288,53254,שעור,NULL
8973378,53255,שעור,NULL
8974816,53297,סמ,NULL
8982344,53300,הדר,NULL
8271828,53302,שעור, 
8271829,53302,תרג,א
8271830,53302,תרג,ב
8271831,53302,תרג,ג
8271832,53304,שעור, 
8271833,53304,תרג,א
8271834,53304,תרג,ב
8271835,53304,תרג,ג
8271836,53304,תרג,ד
8271837,53308,שעור, 
8271838,53336,שעור, 
8271840,53345,שעור, 
8271844,53363,שעור, 
8973445,53366,שעור,NULL
8271845,53369,שעור, 
8271846,53373,סמ, 
8271849,53377,שעור, 
8271850,53379,שעור, 
8271852,53385,שעור, 
8271854,53405,סמ, 
8271856,53410,סמ, 
8975021,53417,שעור,NULL
8974651,53441,שעור,NULL
8271860,53491,שעור, 
9019685,53492,שעור,NULL
9003421,53501,סדנה,NULL
8271861,53514,שעור, 
8271863,53532,שעור, 
8271864,53532,תרג,א
8271865,53532,תרג,ב
8271866,53532,תרג,ג
8973501,53548,סמ,NULL
8271867,53560,סמ, 
8271868,53561,שעור, 
9019686,53563,סמ,NULL
8975040,53611,שעור,NULL
8975898,53625,שעור,NULL
8973440,53709,שוס,NULL
8973441,53710,סמ,NULL
8271875,53750,שעור, 
8271876,53803,סמ, 
8271877,53808,שוס, 
8271878,53810,שעור, 
8271880,53816,סמ, 
8271881,53817,שוס, 
8271882,53818,סמ, 
8271883,53830,שעור, 
8271884,53831,שעור, 
8271885,53836,שעור, 
8271886,53838,שעור, 
8271887,53841,סיור, 
8271889,53843,סמ, 
8271890,53863,שעור, 
8271891,53864,שעור, 
8271892,53876,שוס, 
8271893,53880,שעור, 
8973342,53883,סמ,NULL
8271894,53884,שעור, 
8271895,53891,סדנה,
8271896,53894,סמ, 
8271899,53907,שעור, 
8271900,53908,הדר, 
8271901,53911,סדנה, 
8271902,53913,סדנה, 
8973370,53916,סמ,NULL
8271904,53919,שעור, 
